date,close,volume,open,high,low,symbol
2024-12-04,218.16,48745720,215.96,220.0,215.75,AMZN
2024-12-03,213.44,32214830,210.31,214.02,209.65,AMZN
2024-12-02,210.71,39523190,209.96,212.99,209.5101,AMZN
2024-11-29,207.89,24892450,205.83,208.2,204.59,AMZN
2024-11-27,205.74,28061640,206.98,207.64,205.05,AMZN
2024-11-26,207.86,41673740,201.9,208.0,201.79,AMZN
2024-11-25,201.45,40685670,199.28,201.9499,199.0,AMZN
2024-11-22,197.12,31530840,198.25,199.2599,196.75,AMZN
2024-11-21,198.38,58800040,203.49,203.49,195.75,AMZN
2024-11-20,202.88,32768990,202.98,203.13,199.45,AMZN
2024-11-19,204.61,31197870,199.33,205.3,198.78,AMZN
2024-11-18,201.7,36512470,204.15,204.67,200.95,AMZN
2024-11-15,202.61,86591140,206.76,207.34,199.61,AMZN
2024-11-14,211.48,42620310,214.16,215.9,210.88,AMZN
2024-11-13,214.1,46212940,209.4,215.09,209.14,AMZN
2024-11-12,208.91,38942920,208.37,209.54,206.01,AMZN
2024-11-11,206.84,35456010,208.5,209.65,205.59,AMZN
2024-11-08,208.18,36075850,209.72,209.9633,207.44,AMZN
2024-11-07,210.05,52878380,207.44,212.25,207.19,AMZN
2024-11-06,207.09,72292170,200.01,207.55,199.14,AMZN
2024-11-05,199.5,30564780,196.04,199.82,195.99,AMZN
2024-11-04,195.78,38492060,196.45,197.33,194.3101,AMZN
2024-11-01,197.93,99687850,199.0,200.5,197.02,AMZN
2024-10-31,186.4,75146760,190.51,190.6,185.23,AMZN
2024-10-30,192.73,37707550,194.695,195.61,192.42,AMZN
2024-10-29,190.83,35690160,188.58,191.4599,187.815,AMZN
2024-10-28,188.39,27930840,189.565,190.21,188.21,AMZN
2024-10-25,187.83,29362060,187.85,190.45,187.53,AMZN
2024-10-24,186.38,21647400,185.25,187.11,183.86,AMZN
2024-10-23,184.71,31937090,188.85,189.16,183.69,AMZN
2024-10-22,189.7,29650590,188.35,191.5201,186.975,AMZN
2024-10-21,189.07,24639390,188.05,189.46,186.4,AMZN
2024-10-18,188.99,37417670,187.15,190.74,186.28,AMZN
2024-10-17,187.53,25039410,188.22,188.94,186.0,AMZN
2024-10-16,186.89,23456810,187.05,187.78,185.61,AMZN
2024-10-15,187.69,32178930,187.63,188.41,184.58,AMZN
2024-10-14,187.54,22614410,189.78,189.83,187.36,AMZN
2024-10-11,188.82,25751560,186.63,189.9284,186.3,AMZN
2024-10-10,186.65,27785040,187.13,188.134,185.83,AMZN
2024-10-09,185.17,26343120,182.82,185.845,182.05,AMZN
2024-10-08,182.72,26372090,181.915,183.09,180.92,AMZN
2024-10-07,180.8,42364200,182.95,183.6,180.25,AMZN
2025-04-03,267.28,136174300,265.29,276.3,261.51,TSLA
2025-04-02,282.76,212787800,254.6,284.99,251.27,TSLA
2025-04-01,268.46,146486900,263.8,277.45,259.25,TSLA
2025-03-31,259.16,134008900,249.31,260.56,243.3601,TSLA
2025-03-28,263.55,123809400,275.575,276.1,260.57,TSLA
2025-03-27,273.13,162572100,272.48,291.85,271.8216,TSLA
2025-03-26,272.06,156254400,282.66,284.9,266.51,TSLA
2025-03-25,288.14,150361500,283.6,288.2,271.28,TSLA
2025-03-24,278.39,169079900,258.075,278.64,256.33,TSLA
2025-03-21,248.71,132728700,234.985,249.52,234.55,TSLA
2025-03-20,236.26,99028270,233.345,238.0,230.0501,TSLA
2025-03-19,235.86,111993800,231.61,241.41,229.201,TSLA
2025-03-18,225.31,111477600,228.155,230.1,222.28,TSLA
2025-03-17,238.01,111900600,245.055,245.4,232.8,TSLA
2025-03-14,249.98,100242300,247.31,251.58,240.73,TSLA
2025-03-13,240.68,114813500,248.125,248.29,232.6,TSLA
2025-03-12,248.09,142215700,247.22,251.84,241.1,TSLA
2025-03-11,230.58,174896400,225.305,237.0649,217.02,TSLA
2025-03-10,222.15,189076900,252.535,253.37,220.0,TSLA
2025-03-07,262.67,102369600,259.32,266.2499,250.73,TSLA
2025-03-06,263.45,98451570,272.06,272.65,260.02,TSLA
2025-03-05,279.1,94042910,272.92,279.55,267.71,TSLA
2025-03-04,272.04,126706600,270.93,284.35,261.8401,TSLA
2025-03-03,284.65,115551400,300.34,303.94,277.3,TSLA
2025-02-28,292.98,115697000,279.5,293.88,273.6,TSLA
2025-02-27,281.95,101748200,291.16,297.23,280.88,TSLA
2025-02-26,290.8,100118300,303.715,309.0,288.04,TSLA
2025-02-25,302.8,134228800,327.025,328.89,297.2512,TSLA
2025-02-24,330.53,76052320,338.14,342.3973,324.7,TSLA
2025-02-21,337.8,74058650,353.44,354.98,334.42,TSLA
2025-02-20,354.4,45965350,361.51,362.3,348.0,TSLA
2025-02-19,360.56,67094370,354.0,367.34,353.67,TSLA
2025-02-18,354.11,51631700,355.01,359.1,350.02,TSLA
2025-02-14,355.84,68277280,360.62,362.0,347.5,TSLA
2025-02-13,355.94,89441520,345.0,358.69,342.85,TSLA
2025-02-12,336.51,105382700,329.94,346.4,329.12,TSLA
2025-02-11,328.5,118543400,345.8,349.37,325.1,TSLA
2025-02-10,350.73,77514900,356.21,362.7,350.51,TSLA
2025-02-07,361.62,70298260,370.19,380.5459,360.34,TSLA
2025-02-06,374.32,77918230,373.03,375.4,363.18,TSLA
2025-02-05,378.17,57614720,387.51,388.39,375.53,TSLA
2025-02-04,392.21,57072240,382.63,394.0,381.4,TSLA
2025-02-03,383.68,93732120,386.68,389.17,374.36,TSLA
2025-01-31,404.6,83568220,401.53,419.99,401.34,TSLA
2025-01-30,400.28,98092880,410.78,412.5,384.41,TSLA
2025-01-29,389.1,68033650,395.21,398.5899,384.48,TSLA
2025-01-28,398.09,48910680,396.91,400.59,386.5,TSLA
2025-01-27,397.15,58125510,394.8,406.69,389.0,TSLA
2025-01-24,406.58,56427150,414.45,418.88,405.78,TSLA
2025-01-23,412.38,50690590,416.06,420.73,408.95,TSLA
2025-01-22,415.11,60963340,416.81,428.0,414.59,TSLA
2025-01-21,424.07,87320890,432.64,433.2,406.31,TSLA
2025-01-17,426.5,94991430,421.5,439.74,419.75,TSLA
2025-01-16,413.82,68335150,423.49,424.0,409.13,TSLA
2025-01-15,428.22,81375460,409.9,429.8,405.661,TSLA
2025-01-14,396.36,84565020,414.34,422.64,394.54,TSLA
2025-01-13,403.31,67580490,383.21,403.79,380.07,TSLA
2025-01-10,394.74,62287330,391.4,399.28,377.29,TSLA
2025-01-08,394.94,73038810,392.95,402.4999,387.4,TSLA
2025-01-07,394.36,75699530,405.83,414.33,390.0,TSLA
2025-01-06,411.05,85516530,423.2,426.43,401.7,TSLA
2025-01-03,410.44,95423330,381.48,411.8799,379.45,TSLA
2025-01-02,379.28,109710700,390.1,392.7299,373.04,TSLA
2024-12-31,403.84,76825120,423.79,427.93,402.54,TSLA
2024-12-30,417.41,64941010,419.4,427.0,415.75,TSLA
2024-12-27,431.66,82666820,449.52,450.0,426.5,TSLA
2024-12-26,454.13,76651210,465.16,465.3299,451.02,TSLA
2024-12-24,462.28,59551750,435.9,462.78,435.14,TSLA
2024-12-23,430.6,72698060,431.0,434.51,415.4112,TSLA
2024-12-20,421.06,132216200,425.505,447.08,417.64,TSLA
2024-12-19,436.17,118566100,451.88,456.36,420.02,TSLA
2024-12-18,440.13,149340800,466.495,488.5399,427.01,TSLA
2024-12-17,479.86,131223000,475.9,483.99,457.5101,TSLA
2024-12-16,463.02,114083800,441.09,463.19,436.15,TSLA
2024-12-13,436.23,89000160,420.0,436.3,415.71,TSLA
2024-12-12,418.1,87752230,424.84,429.3,415.0,TSLA
2024-12-11,424.77,104287600,409.7,424.88,402.38,TSLA
2024-12-10,400.99,97563580,392.68,409.73,390.85,TSLA
2024-12-09,389.79,96359170,397.61,404.8,378.01,TSLA
2024-12-06,389.22,81455830,377.42,389.49,370.8,TSLA
2024-12-05,369.49,81403570,359.87,375.43,359.5,TSLA
2024-12-04,357.93,50810870,353.0,358.1,348.6,TSLA
2024-12-03,351.42,58267200,351.8,355.69,348.2,TSLA
2024-12-02,357.09,77986480,352.38,360.0,351.1501,TSLA
2024-11-29,345.16,37167620,336.08,345.45,334.6501,TSLA
2024-11-27,332.89,57896440,341.8,342.55,326.59,TSLA
2024-11-26,338.23,62295860,341.0,346.96,335.66,TSLA
2024-11-25,338.59,95890900,360.14,361.93,338.2,TSLA
2024-11-22,352.56,89140720,341.085,361.53,337.7,TSLA
2024-11-21,339.64,58011720,343.81,347.9899,335.28,TSLA
2024-11-20,342.03,66340650,345.0,346.5999,334.3,TSLA
2024-11-19,346.0,88852450,335.76,347.3799,332.75,TSLA
2024-11-18,338.74,126547500,340.73,348.5499,330.01,TSLA
2024-11-15,320.72,114440300,310.57,324.6799,309.22,TSLA
2024-11-14,311.18,120726100,327.69,329.98,310.37,TSLA
2024-11-13,330.24,125405600,335.85,344.5999,322.5,TSLA
2024-11-12,328.49,155726000,342.74,345.84,323.31,TSLA
2024-11-11,350.0,210521600,346.3,358.64,336.0,TSLA
2024-11-08,321.22,204782800,299.14,328.71,297.66,TSLA
2024-11-07,296.91,117309200,288.89,299.75,285.52,TSLA
2024-11-06,288.53,165228700,284.67,289.59,275.62,TSLA
2024-11-05,251.44,69282510,247.34,255.2799,246.2101,TSLA
2024-11-04,242.84,68802350,244.56,248.9,238.88,TSLA
2024-11-01,248.98,57544760,252.043,254.0,246.63,TSLA
2024-10-31,249.85,66575290,257.99,259.75,249.25,TSLA
2024-10-30,257.55,53993580,258.035,263.35,255.8201,TSLA
2024-10-29,259.52,80521750,264.51,264.98,255.51,TSLA
2024-10-28,262.51,107653600,270.0,273.536,262.24,TSLA
2024-10-25,269.19,161611900,256.01,269.49,255.32,TSLA
2024-10-24,260.48,204491900,244.68,262.1199,242.65,TSLA
2024-10-23,213.65,80938890,217.125,218.72,212.11,TSLA
2024-10-22,217.97,43268740,217.31,218.22,215.26,TSLA
2024-10-21,218.85,47328990,218.9,220.48,215.726,TSLA
2024-10-18,220.7,49611870,220.71,222.28,219.23,TSLA
2024-10-17,220.89,50791780,221.59,222.08,217.9,TSLA
2024-10-16,221.33,49632820,221.4,222.8199,218.93,TSLA
2024-10-15,219.57,62988790,220.01,224.26,217.12,TSLA
2024-10-14,219.16,86291920,220.13,221.91,213.74,TSLA
2024-10-11,217.8,142628900,220.13,223.34,214.38,TSLA
2024-10-10,238.77,83087060,241.81,242.7899,232.34,TSLA
2024-10-09,241.05,66289530,243.82,247.43,239.51,TSLA
2024-10-08,244.5,56303160,243.56,246.21,240.56,TSLA
2024-10-07,240.83,68113270,249.0,249.83,240.7,TSLA
2025-04-03,373.11,30198000,374.785,377.48,369.35,MSFT
2025-04-02,382.14,16092560,377.965,385.08,376.62,MSFT
2025-04-01,382.19,19689500,374.65,382.85,373.23,MSFT
2025-03-31,375.39,35184680,372.535,377.07,367.24,MSFT
2025-03-28,378.8,21632020,388.08,389.13,376.93,MSFT
2025-03-27,390.58,13766760,390.13,392.24,387.395,MSFT
2025-03-26,389.97,16132910,395.0,395.31,388.57,MSFT
2025-03-25,395.16,15774970,393.915,396.36,392.64,MSFT
2025-03-24,393.08,21004550,395.4,395.4,389.81,MSFT
2025-03-21,391.26,39675930,383.215,391.74,382.8,MSFT
2025-03-20,386.84,18470540,385.735,391.785,383.28,MSFT
2025-03-19,387.82,19185530,385.525,389.68,384.0,MSFT
2025-03-18,383.52,19486850,387.07,387.37,381.1,MSFT
2025-03-17,388.7,22474270,386.7,392.705,385.57,MSFT
2025-03-14,388.56,19952850,379.775,390.23,379.51,MSFT
2025-03-13,378.77,20473020,383.155,385.32,377.45,MSFT
2025-03-12,383.27,24253570,382.95,385.2165,378.9507,MSFT
2025-03-11,380.45,30380180,379.0,386.0,376.91,MSFT
2025-03-10,380.16,32840130,385.84,386.4,377.22,MSFT
2025-03-07,393.31,22034090,392.32,394.8,385.54,MSFT
2025-03-06,396.89,23304630,394.28,402.15,392.6777,MSFT
2025-03-05,401.02,23433130,389.34,401.67,388.81,MSFT
2025-03-04,388.61,29342920,383.4,392.58,381.0,MSFT
2025-03-03,388.49,23007730,398.82,398.82,386.155,MSFT
2025-02-28,396.99,32845660,392.655,397.63,386.57,MSFT
2025-02-27,392.53,21127410,401.265,405.74,392.17,MSFT
2025-02-26,399.73,19618950,398.01,403.6,394.245,MSFT
2025-02-25,397.9,29387400,401.1,401.915,396.7,MSFT
2025-02-24,404.0,26443660,408.51,409.37,399.32,MSFT
2025-02-21,408.21,27524800,417.335,418.048,407.89,MSFT
2025-02-20,416.13,23508730,415.29,419.31,412.54,MSFT
2025-02-19,414.77,24114200,407.88,415.49,407.65,MSFT
2025-02-18,409.64,21423050,408.0,410.597,406.5,MSFT
2025-02-14,408.43,22758460,407.79,408.91,405.88,MSFT
2025-02-13,410.54,23891730,407.0,411.0,406.36,MSFT
2025-02-12,409.04,19121730,407.21,410.75,404.3673,MSFT
2025-02-11,411.44,18140590,409.64,412.49,409.3,MSFT
2025-02-10,412.22,20817920,413.71,415.4624,410.92,MSFT
2025-02-07,409.75,22886840,416.48,418.65,408.1,MSFT
2025-02-06,415.82,16309760,414.0,418.2,414.0,MSFT
2025-02-05,413.29,16336190,412.35,413.827,410.4,MSFT
2025-02-04,412.37,20532100,412.685,413.9199,409.74,MSFT
2025-02-03,410.92,25679150,411.6,415.41,408.66,MSFT
2025-01-31,415.06,34223390,418.98,420.69,414.91,MSFT
2025-01-30,414.99,54586260,418.77,422.86,413.16,MSFT
2025-01-29,442.33,23581370,446.69,446.88,440.4,MSFT
2025-01-28,447.2,23491700,434.6,448.38,431.38,MSFT
2025-01-27,434.56,35647810,424.01,435.2,423.5,MSFT
2025-01-24,444.06,15549450,445.16,446.65,441.4,MSFT
2025-01-23,446.71,18389270,442.0,446.75,441.5048,MSFT
2025-01-22,446.2,27803810,437.56,447.27,436.0,MSFT
2025-01-21,428.5,26085700,430.2,430.8999,425.595,MSFT
2025-01-17,429.03,26197510,434.085,434.48,428.17,MSFT
2025-01-16,424.58,15300020,428.695,429.49,424.39,MSFT
2025-01-15,426.31,19637840,419.13,428.15,418.265,MSFT
2025-01-14,415.67,16935860,417.81,419.74,410.72,MSFT
2025-01-13,417.19,17604780,415.235,418.5,412.29,MSFT
2025-01-10,418.95,20201130,424.63,424.71,415.02,MSFT
2025-01-08,424.56,15054580,423.46,426.97,421.54,MSFT
2025-01-07,422.37,18139070,429.0,430.65,420.8,MSFT
2025-01-06,427.85,20573650,428.0,434.32,425.4774,MSFT
2025-01-03,423.35,16662940,421.08,424.03,419.54,MSFT
2025-01-02,418.58,16896470,425.53,426.07,414.85,MSFT
2024-12-31,421.5,13246510,426.1,426.73,420.66,MSFT
2024-12-30,424.83,13158700,426.06,427.55,421.9,MSFT
2024-12-27,430.53,18117710,434.6,435.22,426.35,MSFT
2024-12-26,438.11,8199927,439.08,440.94,436.63,MSFT
2024-12-24,439.33,7164543,434.65,439.6,434.19,MSFT
2024-12-23,435.25,19152520,436.74,437.65,432.83,MSFT
2024-12-20,436.6,64263690,433.11,443.74,428.63,MSFT
2024-12-19,437.03,22963680,441.62,443.1834,436.32,MSFT
2024-12-18,437.39,24444550,451.32,452.65,437.02,MSFT
2024-12-17,454.46,22733490,451.01,455.29,449.57,MSFT
2024-12-16,451.59,23598830,447.27,452.18,445.28,MSFT
2024-12-13,447.27,20177830,448.435,451.43,445.58,MSFT
2024-12-12,449.56,20834780,449.11,456.1648,449.11,MSFT
2024-12-11,448.99,19200210,444.05,450.35,444.05,MSFT
2024-12-10,443.33,18469460,444.39,449.62,441.6,MSFT
2024-12-09,446.02,19144390,442.6,448.33,440.5,MSFT
2024-12-06,443.57,18821000,442.3,446.1,441.7703,MSFT
2024-12-05,442.62,21697780,437.92,444.66,436.171,MSFT
2024-12-04,437.42,26009430,433.03,439.67,432.63,MSFT
2024-12-03,431.2,18301990,429.84,432.47,427.74,MSFT
2024-12-02,430.98,20207220,421.57,433.0,421.31,MSFT
2024-11-29,423.46,16271920,420.09,424.8849,417.8,MSFT
2024-11-27,422.99,18332440,425.105,427.2299,422.02,MSFT
2024-11-26,427.99,23458890,419.585,429.0414,418.85,MSFT
2024-11-25,418.79,27691090,418.38,421.08,414.85,MSFT
2024-11-22,417.0,24814630,411.365,417.4,411.06,MSFT
2024-11-21,412.87,20780160,419.5,419.78,410.2887,MSFT
2024-11-20,415.49,19191660,416.87,417.29,410.58,MSFT
2024-11-19,417.79,18133530,413.11,417.94,411.55,MSFT
2024-11-18,415.76,24742010,414.87,418.4037,412.1,MSFT
2024-11-15,415.0,28247640,419.82,422.8,413.64,MSFT
2024-11-14,426.89,30246880,425.0,428.17,420.0,MSFT
2024-11-13,425.2,21502190,421.64,429.325,418.21,MSFT
2024-11-12,423.03,19401200,418.25,424.44,417.2,MSFT
2024-11-11,418.01,24503320,422.515,424.81,416.0,MSFT
2024-11-08,422.54,16891410,425.32,426.5,421.78,MSFT
2024-11-07,425.43,19901780,421.28,426.85,419.88,MSFT
2024-11-06,420.18,26681840,412.42,420.45,410.52,MSFT
2024-11-05,411.46,17626010,408.37,414.9,408.08,MSFT
2024-11-04,408.46,19672290,409.8,410.415,405.5713,MSFT
2024-11-01,410.37,24230440,409.01,415.5,407.5,MSFT
2024-10-31,406.35,53970980,415.36,416.16,406.3,MSFT
2024-10-30,432.53,29749150,437.435,438.5,432.1,MSFT
2024-10-29,431.95,17644080,428.0,433.17,425.8001,MSFT
2024-10-28,426.59,14882440,431.655,431.94,426.3,MSFT
2024-10-25,428.15,16899060,426.76,432.52,426.565,MSFT
2024-10-24,424.73,13581630,425.325,425.9782,422.4,MSFT
2024-10-23,424.6,19654380,430.855,431.08,422.53,MSFT
2024-10-22,427.51,25482200,418.49,430.5793,418.04,MSFT
2024-10-21,418.78,14206120,416.12,418.96,413.7501,MSFT
2024-10-18,418.16,17145320,417.14,419.65,416.2601,MSFT
2024-10-17,416.72,14820000,422.36,422.5,415.59,MSFT
2024-10-16,416.12,15508930,415.17,416.36,410.48,MSFT
2024-10-15,418.74,18900200,422.18,422.48,415.26,MSFT
2024-10-14,419.14,16653090,417.77,424.04,417.52,MSFT
2024-10-11,416.32,14144940,416.135,417.13,413.25,MSFT
2024-10-10,415.84,13848380,415.225,417.35,413.15,MSFT
2024-10-09,417.46,14974260,415.86,420.38,414.3,MSFT
2024-10-08,414.71,19229260,410.9,415.66,408.17,MSFT
2024-10-07,409.54,20919760,416.0,417.11,409.0,MSFT
2025-04-03,203.19,103419000,205.54,207.49,201.25,AAPL
2025-04-02,223.89,35905900,221.315,225.19,221.02,AAPL
2025-04-01,223.19,36412740,219.805,223.68,218.9,AAPL
2025-03-31,222.13,65299320,217.005,225.62,216.23,AAPL
2025-03-28,217.9,39818620,221.67,223.81,217.68,AAPL
2025-03-27,223.85,37094770,221.39,224.99,220.5601,AAPL
2025-03-26,221.53,34532660,223.51,225.02,220.47,AAPL
2025-03-25,223.75,34493580,220.77,224.1,220.08,AAPL
2025-03-24,220.73,44299480,221.0,221.48,218.58,AAPL
2025-03-21,218.27,94127770,211.56,218.84,211.28,AAPL
2025-03-20,214.1,48862950,213.99,217.4899,212.22,AAPL
2025-03-19,215.24,54385390,214.22,218.76,213.75,AAPL
2025-03-18,212.69,42432430,214.16,215.15,211.49,AAPL
2025-03-17,214.0,48073430,213.31,215.22,209.97,AAPL
2025-03-14,213.49,60107580,211.25,213.95,209.58,AAPL
2025-03-13,209.68,61368330,215.95,216.8394,208.42,AAPL
2025-03-12,216.98,62547470,220.14,221.75,214.91,AAPL
2025-03-11,220.84,76137410,223.805,225.8399,217.45,AAPL
2025-03-10,227.48,72071200,235.54,236.16,224.22,AAPL
2025-03-07,239.07,46273570,235.105,241.37,234.76,AAPL
2025-03-06,235.33,45170420,234.435,237.86,233.1581,AAPL
2025-03-05,235.74,47227640,235.42,236.55,229.23,AAPL
2025-03-04,235.93,53798060,237.705,240.07,234.68,AAPL
2025-03-03,238.03,47183990,241.79,244.0272,236.112,AAPL
2025-02-28,241.84,56833360,236.95,242.09,230.2,AAPL
2025-02-27,237.3,41153640,239.41,242.46,237.06,AAPL
2025-02-26,240.36,44433560,244.33,244.98,239.13,AAPL
2025-02-25,247.04,48013270,248.0,250.0,244.91,AAPL
2025-02-24,247.1,51326400,244.925,248.86,244.42,AAPL
2025-02-21,245.55,53197430,245.95,248.69,245.22,AAPL
2025-02-20,245.83,32316910,244.94,246.78,244.29,AAPL
2025-02-19,244.87,32204220,244.66,246.01,243.1604,AAPL
2025-02-18,244.47,48822490,244.15,245.18,241.84,AAPL
2025-02-14,244.6,40896230,241.25,245.55,240.99,AAPL
2025-02-13,241.53,53614050,236.91,242.3399,235.57,AAPL
2025-02-12,236.87,45243290,231.2,236.96,230.68,AAPL
2025-02-11,232.62,53718360,228.2,235.23,228.13,AAPL
2025-02-10,227.65,33115650,229.57,230.585,227.2,AAPL
2025-02-07,227.63,39707220,232.6,234.0,227.26,AAPL
2025-02-06,233.22,29925350,231.285,233.8,230.425,AAPL
2025-02-05,232.47,39664990,228.53,232.67,228.27,AAPL
2025-02-04,232.8,45067300,227.25,233.13,226.65,AAPL
2025-02-03,228.01,73063300,229.99,231.83,225.7,AAPL
2025-01-31,236.0,101075100,247.19,247.19,233.44,AAPL
2025-01-30,237.59,55658280,238.665,240.79,237.21,AAPL
2025-01-29,239.36,45486100,234.12,239.855,234.01,AAPL
2025-01-28,238.26,75707570,230.85,240.19,230.81,AAPL
2025-01-27,229.86,94863420,224.02,232.15,223.98,AAPL
2025-01-24,222.78,54697910,224.78,225.63,221.41,AAPL
2025-01-23,223.66,60234760,224.74,227.03,222.3,AAPL
2025-01-22,223.83,64126500,219.79,224.12,219.79,AAPL
2025-01-21,222.64,98070430,224.0,224.42,219.38,AAPL
2025-01-17,229.98,68488300,232.115,232.29,228.48,AAPL
2025-01-16,228.26,71759050,237.35,238.01,228.03,AAPL
2025-01-15,237.87,39831970,234.635,238.96,234.43,AAPL
2025-01-14,233.28,39435290,234.75,236.12,232.472,AAPL
2025-01-13,234.4,49630730,233.53,234.67,229.72,AAPL
2025-01-10,236.85,61710860,240.01,240.16,233.0,AAPL
2025-01-08,242.7,37628940,241.92,243.7123,240.05,AAPL
2025-01-07,242.21,40855960,242.98,245.55,241.35,AAPL
2025-01-06,245.0,45045570,244.31,247.33,243.2,AAPL
2025-01-03,243.36,40244110,243.36,244.18,241.89,AAPL
2025-01-02,243.85,55740730,248.93,249.1,241.8201,AAPL
2024-12-31,250.42,39480720,252.44,253.28,249.43,AAPL
