date,close,volume,open,high,low,symbol
2025-02-21,179.66,35199240,185.15,185.34,179.08,GOOGL
2025-02-20,184.56,20441460,184.8,185.31,182.72,GOOGL
2025-02-19,185.27,19549400,184.07,185.46,183.59,GOOGL
2025-02-18,183.77,29916680,185.6,185.96,181.7401,GOOGL
2025-02-14,185.23,20448440,185.055,186.4,184.32,GOOGL
2025-02-13,186.14,21402520,184.32,186.28,183.14,GOOGL
2025-02-12,183.61,22072560,183.22,185.11,181.83,GOOGL
2025-02-11,185.32,21239520,185.03,186.94,184.28,GOOGL
2025-02-10,186.47,23105650,187.35,188.2,185.86,GOOGL
2025-02-07,185.34,49314960,191.05,191.18,183.24,GOOGL
2025-02-06,191.6,29297440,189.5,192.1,188.72,GOOGL
2025-02-05,191.33,70461770,191.07,192.75,188.03,GOOGL
2025-02-04,206.38,43856430,203.39,207.05,202.81,GOOGL
2025-02-03,201.23,27838350,200.69,203.75,200.1,GOOGL
2025-01-31,204.02,32041950,202.0,205.48,201.8,GOOGL
2025-01-30,200.87,24354680,198.0,201.4,197.67,GOOGL
2025-01-29,195.41,18218260,195.555,196.785,193.43,GOOGL
2025-01-28,195.3,24157930,192.745,195.48,190.68,GOOGL
2025-01-27,191.81,41728890,192.41,196.88,190.73,GOOGL
2025-01-24,200.21,23877520,198.1,200.9,198.0,GOOGL
2025-01-23,197.98,26951360,198.14,200.3,195.2,GOOGL
2025-01-22,198.37,26200620,199.06,200.48,197.53,GOOGL
2025-01-21,198.05,29971290,199.07,202.29,197.87,GOOGL
2025-01-17,196.0,27735090,196.53,197.23,193.75,GOOGL
2025-01-16,192.91,17815430,194.14,195.48,192.81,GOOGL
2025-01-15,195.55,21775970,193.09,196.36,191.86,GOOGL
2025-01-14,189.66,17174850,191.24,191.98,188.3082,GOOGL
2025-01-13,191.01,21823700,190.07,191.18,187.36,GOOGL
2025-01-10,192.04,26665210,194.295,196.52,190.31,GOOGL
2025-01-08,193.95,24864770,192.57,196.29,192.38,GOOGL
2025-01-07,195.49,26487240,197.11,201.0,194.6,GOOGL
2025-01-06,196.87,29563640,193.98,198.2222,193.85,GOOGL
2025-01-03,191.79,18596160,191.37,193.21,189.975,GOOGL
2025-01-02,189.43,20370830,190.65,192.0,187.5,GOOGL
2024-12-31,189.3,17466920,191.075,191.96,188.51,GOOGL
2024-12-30,191.24,14264660,189.8,192.55,189.12,GOOGL
2024-12-27,192.76,18891360,194.95,195.32,190.65,GOOGL
2024-12-26,195.6,12057210,195.15,196.748,194.375,GOOGL
2024-12-24,196.11,10403260,194.84,196.11,193.78,GOOGL
2024-12-23,194.63,25675010,192.62,195.1,190.15,GOOGL
2024-12-20,191.41,63462930,185.78,192.89,185.22,GOOGL
2024-12-19,188.51,32265240,191.625,193.03,188.38,GOOGL
2024-12-18,188.4,34166070,195.22,197.0,187.74,GOOGL
2024-12-17,195.42,43504030,197.25,201.42,194.98,GOOGL
2024-12-16,196.66,44934900,192.87,199.0,192.62,GOOGL
2024-12-13,189.82,25143500,191.01,192.73,189.64,GOOGL
2024-12-12,191.96,34817490,195.0,195.18,191.71,GOOGL
2024-12-11,195.4,67894070,185.31,195.61,184.85,GOOGL
2024-12-10,185.17,54813020,182.845,186.36,181.05,GOOGL
2024-12-09,175.37,25389630,173.96,176.26,173.65,GOOGL
2024-12-06,174.71,21462390,172.03,175.08,171.86,GOOGL
2024-12-05,172.64,21356240,175.36,176.06,172.33,GOOGL
2024-12-04,174.37,31615140,171.145,174.91,171.06,GOOGL
2024-12-03,171.34,22248710,171.49,172.68,170.85,GOOGL
2024-12-02,171.49,23789080,168.765,172.075,168.57,GOOGL
2024-11-29,168.95,14257240,168.5,169.43,167.16,GOOGL
2024-11-27,169.23,19266510,169.0,169.4832,168.02,GOOGL
2024-11-26,169.12,20486720,167.63,169.82,167.58,GOOGL
2024-11-25,167.65,33135260,166.09,168.63,165.6072,GOOGL
2024-11-22,164.76,38604590,165.85,166.46,163.9,GOOGL
2024-11-21,167.63,59734380,173.9,174.13,163.7,GOOGL
2024-11-20,175.98,18997110,177.34,177.675,173.78,GOOGL
2024-11-19,178.12,23434930,173.72,178.87,173.56,GOOGL
2024-11-18,175.3,20206610,173.42,175.438,172.9,GOOGL
2024-11-15,172.49,32504650,173.73,174.14,171.22,GOOGL
2024-11-14,175.58,31007460,178.28,178.82,174.3218,GOOGL
2024-11-13,178.88,23184000,180.46,180.96,178.54,GOOGL
2024-11-12,181.62,25134910,179.82,182.49,179.39,GOOGL
2024-11-11,180.35,17450350,178.58,180.545,178.47,GOOGL
2024-11-08,178.35,22006180,180.645,180.9,178.08,GOOGL
2024-11-07,180.75,25352940,177.41,181.08,177.19,GOOGL
2024-11-06,176.51,33695540,173.8,176.94,173.5,GOOGL
2024-11-05,169.74,18242050,169.43,170.53,168.84,GOOGL
2024-11-04,169.24,21492740,169.93,170.73,168.011,GOOGL
2024-11-01,171.29,31796480,170.07,172.32,168.88,GOOGL
2024-10-31,171.11,44768980,173.13,176.82,171.0,GOOGL
2024-10-30,174.46,68890790,180.68,182.02,174.0599,GOOGL
2024-10-29,169.68,42169030,167.73,170.38,167.0896,GOOGL
2024-10-28,166.72,32138640,168.75,168.75,163.95,GOOGL
2024-10-25,165.27,19828880,163.67,165.59,163.42,GOOGL
2024-10-24,162.72,22412530,162.83,163.33,161.01,GOOGL
2024-10-23,162.78,18280520,164.76,165.82,161.925,GOOGL
2024-10-22,165.14,16568120,162.98,165.77,162.98,GOOGL
2024-10-21,164.07,20946460,162.95,164.5,162.62,GOOGL
2024-10-18,163.42,19757660,163.19,164.71,163.08,GOOGL
2024-10-17,162.93,21453400,165.73,166.37,162.76,GOOGL
2024-10-16,165.16,16406030,164.53,165.8,163.74,GOOGL
2024-10-15,165.46,20247200,165.785,167.68,164.625,GOOGL
2024-10-14,164.96,19016140,163.64,166.226,163.4,GOOGL
2024-10-11,163.24,15344250,162.13,163.9,161.235,GOOGL
2024-10-10,162.08,14144070,160.87,163.07,160.395,GOOGL
2024-10-09,161.86,31181770,163.45,164.84,159.74,GOOGL
2024-10-08,164.38,23072730,163.94,164.725,162.87,GOOGL
2024-10-07,162.98,22463140,167.72,168.48,162.75,GOOGL
2024-10-04,167.06,19093720,168.06,168.23,165.48,GOOGL
2024-10-03,165.86,15073100,164.41,166.64,163.923,GOOGL
2024-10-02,165.86,17760180,166.42,167.52,164.73,GOOGL
2024-10-01,166.99,28338120,167.685,169.16,164.58,GOOGL
2024-09-30,165.85,20481300,163.32,166.15,163.26,GOOGL
2024-09-27,163.95,21101310,162.81,165.7,162.6261,GOOGL
2024-09-26,162.73,20319340,163.64,164.08,162.28,GOOGL
2024-09-25,161.49,18869200,161.47,162.81,161.3,GOOGL
2024-09-24,162.29,23332150,163.03,163.2158,160.69,GOOGL
2024-09-23,161.85,24150850,164.35,165.49,161.67,GOOGL
2024-09-20,163.59,40896440,163.5,163.73,162.06,GOOGL
2024-09-19,162.14,26587730,163.71,163.79,161.34,GOOGL
2024-09-18,159.81,23677320,159.86,160.5,158.595,GOOGL
2024-09-17,159.32,20715610,159.02,160.55,158.375,GOOGL
2024-09-16,158.06,18379780,157.31,158.25,156.6,GOOGL
2024-09-13,157.46,29591150,155.43,158.38,155.21,GOOGL
2024-09-12,154.69,29695050,153.8,154.82,152.65,GOOGL
2024-09-11,151.16,29607690,149.92,151.5,147.52,GOOGL
2024-09-10,148.66,31118770,150.45,151.27,148.34,GOOGL
2024-09-09,148.71,39260450,152.51,153.4,147.215,GOOGL
2024-09-06,150.92,37912130,157.3,157.83,150.55,GOOGL
2024-09-05,157.24,18688750,156.3,159.45,155.9805,GOOGL
2024-09-04,156.45,19353760,156.655,159.0,155.9616,GOOGL
2024-09-03,157.36,38945300,161.72,161.85,156.48,GOOGL
2024-08-30,163.38,22123810,162.615,163.66,161.6925,GOOGL
2024-08-29,161.78,19699770,164.31,165.97,160.25,GOOGL
2024-08-28,162.85,16407440,165.035,165.6,161.5284,GOOGL
2024-08-27,164.68,11821940,165.835,166.4426,164.46,GOOGL
2024-08-26,166.16,14190420,166.38,167.55,164.455,GOOGL
2024-08-23,165.62,13955740,164.72,166.18,163.83,GOOGL
2024-08-22,163.8,22493280,167.26,167.59,163.31,GOOGL
2024-08-21,165.85,22902000,165.15,166.85,164.67,GOOGL
2024-08-20,167.18,18341530,166.9,168.64,166.82,GOOGL
2024-08-19,166.67,22416190,165.28,166.69,164.26,GOOGL
2024-08-16,162.96,24208650,161.47,165.06,161.13,GOOGL
2024-08-15,161.3,31524250,160.5,161.635,159.61,GOOGL
2024-08-14,160.37,40591130,162.4,163.22,157.71,GOOGL
2024-08-13,164.16,18551690,163.41,164.73,162.97,GOOGL
2024-08-12,162.29,15895290,164.35,164.9,161.84,GOOGL
2024-08-09,163.67,28602290,160.01,163.79,159.06,GOOGL
2024-08-08,162.03,25578840,160.51,163.69,160.21,GOOGL
2024-08-07,158.94,25138570,161.25,162.98,158.47,GOOGL
2024-08-06,158.29,49004560,159.33,160.57,156.41,GOOGL
2024-08-05,159.25,53630670,155.5,164.43,154.93,GOOGL
2024-08-02,166.66,29130100,166.44,168.51,164.67,GOOGL
2024-08-01,170.76,24531390,170.25,174.05,168.88,GOOGL
2024-07-31,171.54,25729090,173.24,174.245,170.01,GOOGL
2024-07-30,170.29,18959690,170.24,171.2299,168.44,GOOGL
2024-07-29,169.53,20293820,168.83,170.43,167.99,GOOGL
2024-07-26,167.0,41336890,167.15,168.09,164.06,GOOGL
2024-07-25,167.28,44851970,172.52,173.42,167.19,GOOGL
2024-07-24,172.63,49585200,173.6,176.19,171.82,GOOGL
2024-07-23,181.79,36352710,182.05,183.61,181.54,GOOGL
2024-07-22,181.67,24100350,180.59,182.7,180.23,GOOGL
2024-07-19,177.66,18881890,178.88,180.29,177.13,GOOGL
2024-07-18,177.69,25315730,181.93,182.5,176.47,GOOGL
2024-07-17,181.02,20734070,182.965,183.55,179.9,GOOGL
2024-07-16,183.92,18290720,187.36,188.68,183.3736,GOOGL
2024-07-15,186.53,16474040,184.92,188.24,184.92,GOOGL
2024-07-12,185.07,22898410,185.08,187.11,184.49,GOOGL
2024-07-11,185.57,25625780,189.845,190.86,185.08,GOOGL
2024-07-10,191.18,15952450,189.15,191.75,189.03,GOOGL
2024-07-09,188.98,15141310,190.31,191.36,188.72,GOOGL
2024-07-08,189.03,21035890,189.895,190.17,187.78,GOOGL
2024-07-05,190.6,20967450,185.855,190.86,185.8,GOOGL
2024-07-03,185.82,10242130,184.85,186.09,184.0,GOOGL
2024-07-02,185.24,17372490,182.05,185.57,181.56,GOOGL
2024-07-01,182.99,16006130,183.03,183.88,181.3,GOOGL
2024-06-28,182.15,29156640,184.32,185.13,181.96,GOOGL
2024-06-27,185.41,18848880,184.18,186.05,184.02,GOOGL
2024-06-26,183.88,19838970,182.63,184.51,182.48,GOOGL
2024-06-25,184.03,23235590,179.62,184.29,179.42,GOOGL
2024-06-24,179.22,18298010,180.16,180.89,178.67,GOOGL
2024-06-21,179.63,58582740,177.0,180.85,176.61,GOOGL
2024-06-20,176.3,20160090,175.37,177.29,174.99,GOOGL
2024-06-18,175.09,21869860,177.14,177.385,174.1042,GOOGL
2024-06-17,177.24,19618500,175.46,178.36,174.81,GOOGL
2024-06-14,176.79,18063560,174.22,177.0623,174.15,GOOGL
2024-06-13,175.16,20913300,176.11,176.74,174.88,GOOGL
2024-06-12,177.79,27864740,178.25,180.41,176.11,GOOGL
2024-06-11,176.62,21540580,176.22,176.84,173.7701,GOOGL
2024-06-10,175.01,23779220,174.97,177.06,172.76,GOOGL
2024-06-07,174.46,19661400,177.05,177.87,174.3,GOOGL
2024-06-06,176.73,23251010,175.895,177.15,175.75,GOOGL
2024-06-05,175.41,22068520,175.2,176.645,173.9339,GOOGL
2024-06-04,173.79,26879600,173.28,173.845,171.89,GOOGL
2024-06-03,173.17,27459120,172.54,174.525,171.16,GOOGL
2024-05-31,172.5,37638880,171.86,173.06,169.44,GOOGL
2024-05-30,172.11,22958680,175.2,175.22,171.79,GOOGL
2024-05-29,175.9,23388690,175.43,176.836,174.72,GOOGL
2024-05-28,176.4,20572160,174.45,177.27,174.365,GOOGL
2024-05-24,174.99,16579440,174.98,175.77,173.65,GOOGL
2024-05-23,173.55,21024940,177.07,178.25,172.95,GOOGL
2024-05-22,176.38,17880040,176.644,177.15,175.21,GOOGL
2024-05-21,177.85,16989370,176.9,178.15,175.81,GOOGL
2024-05-20,176.92,22554400,176.192,178.77,176.08,GOOGL
2024-05-17,176.06,24479260,174.18,176.265,173.69,GOOGL
2024-05-16,174.18,27867950,173.29,175.115,172.69,GOOGL
2024-05-15,172.51,26948370,170.63,172.65,170.51,GOOGL
2024-05-14,170.34,25127140,169.77,171.25,168.8,GOOGL
2024-05-13,169.14,31327600,164.26,169.28,164.0,GOOGL
2024-05-10,168.65,29799930,168.025,169.85,166.19,GOOGL
2024-05-09,169.96,15346700,169.39,170.69,168.18,GOOGL
2024-05-08,169.38,19569150,169.0,170.15,168.735,GOOGL
2024-05-07,171.25,28039700,168.5,171.76,168.39,GOOGL
2024-05-06,168.1,21871280,167.46,168.14,166.03,GOOGL
2024-05-03,167.24,34662430,167.56,167.96,163.05,GOOGL
2024-05-02,166.62,24294550,164.785,166.73,163.89,GOOGL
2024-05-01,163.86,33493150,164.3,167.12,163.09,GOOGL
2024-04-30,162.78,33562860,165.612,168.1,162.6,GOOGL
2024-04-29,166.15,45610020,169.058,169.55,165.21,GOOGL
2024-04-26,171.95,64665300,174.37,174.71,169.65,GOOGL
2024-04-25,156.0,57109730,151.33,156.49,150.87,GOOGL
2024-04-24,159.13,22779110,157.49,159.565,157.165,GOOGL
2024-04-23,158.26,21151570,156.96,158.97,156.28,GOOGL
2024-04-22,156.28,26446210,154.31,157.64,154.06,GOOGL
2024-04-19,154.09,32615640,156.2,156.36,152.3,GOOGL
2024-04-18,156.01,19883040,155.34,156.94,154.62,GOOGL
2024-04-17,155.47,21763130,155.62,157.08,154.58,GOOGL
2024-04-16,154.4,20779500,154.19,155.65,153.43,GOOGL
2024-04-15,154.86,27136470,158.86,159.24,154.59,GOOGL
2024-04-12,157.73,25353750,157.96,160.2225,157.14,GOOGL
2024-04-11,159.41,27166430,156.91,159.68,156.46,GOOGL
2024-04-10,156.14,22838630,156.21,156.61,154.68,GOOGL
2024-04-09,156.6,31113010,156.085,158.56,155.19,GOOGL
2024-04-08,154.85,20701970,152.78,155.27,152.61,GOOGL
2024-04-05,152.5,23459250,150.03,153.42,149.6,GOOGL
2024-04-04,150.53,34724740,153.5,154.77,150.45,GOOGL
2024-04-03,154.92,24704990,153.6,155.08,152.73,GOOGL
2024-04-02,154.56,24585990,153.5,154.7,152.15,GOOGL
2024-04-01,155.49,31730850,150.69,155.74,150.61,GOOGL
2024-03-28,150.93,24485390,150.85,151.43,150.17,GOOGL
2024-03-27,150.87,22879180,151.18,151.635,148.9,GOOGL
2024-03-26,150.67,22149140,150.22,152.256,149.98,GOOGL
2024-03-25,150.07,19229290,149.94,150.375,147.82,GOOGL
2024-03-22,150.77,29211770,149.12,151.58,148.98,GOOGL
2024-03-21,147.6,24755600,149.47,150.37,146.9001,GOOGL
2024-03-20,148.74,21311500,148.0,148.86,146.735,GOOGL
2024-03-19,147.03,24070440,148.16,148.7913,146.08,GOOGL
2024-03-18,147.68,69273700,148.61,152.15,147.17,GOOGL
2024-03-15,141.18,49475420,142.5,143.18,140.03,GOOGL
2024-03-14,143.1,42753390,141.19,143.585,140.455,GOOGL
2024-03-13,139.79,23347210,139.0,141.09,138.99,GOOGL
2024-03-12,138.5,27563350,137.03,139.375,137.03,GOOGL
2024-03-11,137.67,32437770,136.13,139.095,136.13,GOOGL
2024-03-08,135.41,39370390,134.21,138.085,134.0,GOOGL
2024-03-07,134.38,37738210,132.795,134.94,131.61,GOOGL
2024-03-06,131.4,35318610,133.12,133.58,130.85,GOOGL
2024-03-05,132.67,40194760,131.88,133.24,130.665,GOOGL
2024-03-04,133.35,55999420,135.66,135.66,131.91,GOOGL
2024-03-01,137.14,31151120,138.43,138.87,136.92,GOOGL
2024-02-29,138.46,42132950,137.28,138.86,136.4,GOOGL
2024-02-28,136.38,37328560,137.9,138.01,135.41,GOOGL
2024-02-27,138.88,33099190,138.02,139.25,137.09,GOOGL
2024-02-26,137.57,53641800,142.14,142.44,137.39,GOOGL
2024-02-23,143.96,19493750,143.67,144.68,143.43,GOOGL
2024-02-22,144.09,27191890,144.93,145.0,142.8,GOOGL
2024-02-21,142.55,23315690,141.45,142.69,140.675,GOOGL
2024-02-20,141.12,24935710,139.655,142.08,139.49,GOOGL
2024-02-16,140.52,31468930,142.99,143.19,140.14,GOOGL
2024-02-15,142.77,37590700,143.14,143.52,140.46,GOOGL
2024-02-14,145.94,22704170,146.08,146.52,144.094,GOOGL
2024-02-13,145.14,27837730,144.92,146.67,143.69,GOOGL
2024-02-12,147.53,21564090,148.42,149.335,147.37,GOOGL
2024-02-09,149.0,26829500,146.68,149.44,146.18,GOOGL
2024-02-08,145.91,22563760,145.83,146.33,145.105,GOOGL
2024-02-07,145.54,25208860,144.76,145.615,143.925,GOOGL
2024-02-06,144.1,29128200,144.65,145.36,143.19,GOOGL
2024-02-05,143.68,38505410,142.82,145.47,142.78,GOOGL
2024-02-02,142.38,62499570,139.26,142.62,136.5,GOOGL
2024-02-01,141.16,40466550,142.12,143.06,140.79,GOOGL
2024-01-31,140.1,71910040,143.62,144.0,139.87,GOOGL
2024-01-30,151.46,36331830,152.8,153.62,151.185,GOOGL
2024-01-29,153.51,27784260,152.06,153.78,151.43,GOOGL
2024-01-26,152.185,26115490,151.1,152.535,151.01,GOOGL
2024-01-25,151.87,29149070,150.065,153.05,149.54,GOOGL
2024-01-24,148.7,25233450,148.54,149.855,148.1,GOOGL
2024-01-23,147.04,21636130,145.89,147.182,145.5,GOOGL
2024-01-22,145.99,32200370,147.1,148.39,145.84,GOOGL
2024-01-19,146.38,34271870,144.74,146.45,144.38,GOOGL
2024-01-18,143.48,25746420,142.05,144.21,141.99,GOOGL
2024-01-17,141.47,20968650,141.345,141.84,138.9,GOOGL
2024-01-16,142.49,22670470,142.0,144.35,141.45,GOOGL
2024-01-12,142.65,18785510,142.67,143.195,141.82,GOOGL
2024-01-11,142.08,24008720,143.49,145.22,140.635,GOOGL
2024-01-10,142.28,21320200,141.0,143.0,140.91,GOOGL
2024-01-09,140.95,24759600,138.5,141.485,138.15,GOOGL
2024-01-08,138.84,21403980,136.29,139.01,136.26,GOOGL
2024-01-05,135.73,22513850,136.745,137.1558,135.15,GOOGL
2024-01-04,136.39,27137740,138.42,139.16,136.35,GOOGL
2024-01-03,138.92,24212150,137.25,139.63,137.08,GOOGL
2024-01-02,138.17,23711220,138.55,139.45,136.48,GOOGL
2023-12-29,139.69,18733020,139.63,140.36,138.78,GOOGL
2023-12-28,140.23,16045710,140.78,141.14,139.75,GOOGL
2023-12-27,140.37,19628620,141.59,142.08,139.886,GOOGL
2023-12-26,141.52,16780330,141.59,142.68,141.19,GOOGL
2023-12-22,141.49,26532200,140.77,141.99,140.71,GOOGL
2023-12-21,140.42,27488280,139.49,140.685,139.18,GOOGL
2023-12-20,138.34,49107180,138.97,141.695,138.065,GOOGL
2023-12-19,136.65,25476750,136.84,137.47,136.08,GOOGL
2023-12-18,135.8,32257970,132.63,137.1478,132.43,GOOGL
2023-12-15,132.6,50847110,131.62,133.51,131.18,GOOGL
2023-12-14,131.94,38722410,133.38,133.72,129.685,GOOGL
2023-12-13,132.57,30104780,133.38,133.5,131.57,GOOGL
2023-12-12,132.52,29032830,131.81,133.0,131.26,GOOGL
2023-12-11,133.29,31138010,132.38,133.335,131.36,GOOGL
2023-12-08,134.99,32260110,134.2,136.4,134.025,GOOGL
2023-12-07,136.93,56767100,135.04,138.56,134.7,GOOGL
2023-12-06,130.02,23576180,131.44,131.84,129.875,GOOGL
2023-12-05,130.99,27384780,128.95,132.14,128.25,GOOGL
2023-12-04,129.27,36669880,129.88,130.03,127.9,GOOGL
2023-12-01,131.86,31442260,131.86,132.11,130.665,GOOGL
2023-11-30,132.53,38988260,135.05,135.55,131.28,GOOGL
2023-11-29,134.99,23967220,137.57,138.288,134.84,GOOGL
2023-11-28,137.2,18730030,136.08,137.25,135.4222,GOOGL
2023-11-27,136.41,23436530,136.03,138.42,136.0,GOOGL
2023-11-24,136.69,12514320,138.03,138.13,135.99,GOOGL
2023-11-22,138.49,17820460,137.47,139.42,137.47,GOOGL
2023-11-21,136.97,22635270,136.29,137.18,135.96,GOOGL
2023-11-20,136.25,27850760,133.69,136.66,133.62,GOOGL
2023-11-17,135.31,37287690,136.0,136.06,133.65,GOOGL
2023-11-16,136.93,28013180,135.19,137.2199,134.32,GOOGL
2023-11-15,134.62,23861520,134.87,135.03,133.57,GOOGL
2023-11-14,133.62,32395180,134.19,135.7,133.32,GOOGL
2023-11-13,132.09,18324750,131.78,132.59,131.25,GOOGL
2023-11-10,132.59,26927830,130.105,132.8,129.41,GOOGL
2023-11-09,130.24,23747770,131.96,132.55,130.065,GOOGL
2023-11-08,131.84,26425850,130.97,132.21,130.78,GOOGL
2023-11-07,130.97,29757280,130.71,131.91,129.88,GOOGL
2023-11-06,130.25,19052740,129.05,130.34,128.67,GOOGL
2023-11-03,129.1,26393110,128.02,129.525,127.86,GOOGL
2023-11-02,127.49,27124650,128.42,128.98,126.93,GOOGL
2023-11-01,126.45,30082440,124.07,126.49,123.715,GOOGL
2023-10-31,124.08,26292340,125.06,125.37,122.685,GOOGL
2023-10-30,124.46,28940080,123.21,125.4,122.75,GOOGL
2023-10-27,122.17,44566510,122.88,123.31,120.2057,GOOGL
2023-10-26,122.28,57061140,123.27,124.3297,121.27,GOOGL
2023-10-25,125.61,84366210,128.16,128.31,125.07,GOOGL
2023-10-24,138.81,44814320,137.83,139.3599,137.42,GOOGL
2023-10-23,136.5,26317930,135.04,137.6599,133.95,GOOGL
2023-10-20,135.6,26335670,137.33,137.87,135.08,GOOGL
2023-10-19,137.75,26066010,138.5,139.66,137.38,GOOGL
2023-10-18,137.96,23375000,139.445,140.72,137.38,GOOGL
2023-10-17,139.72,23515780,138.63,139.9,137.18,GOOGL
2023-10-16,139.095,28501870,138.17,139.63,137.99,GOOGL
2023-10-13,137.36,23435600,139.38,140.0,136.615,GOOGL
2023-10-12,138.97,24765540,141.05,141.22,138.26,GOOGL
2023-10-11,140.55,25884300,138.58,141.11,138.58,GOOGL
2023-10-10,138.06,27786610,138.5,139.72,137.33,GOOGL
2023-10-09,138.42,19278070,136.94,138.94,135.61,GOOGL
2023-10-06,137.58,27597600,134.01,138.155,134.01,GOOGL
2023-10-05,135.07,19832620,135.07,135.49,133.45,GOOGL
2023-10-04,135.24,26752300,132.79,135.57,132.53,GOOGL
2023-10-03,132.43,22989400,133.94,134.26,131.84,GOOGL
2023-10-02,134.17,22288040,131.21,134.42,131.17,GOOGL
2023-09-29,130.86,30859790,133.28,134.05,130.36,GOOGL
2023-09-28,132.31,22513130,129.84,133.3,129.79,GOOGL
2023-09-27,130.54,22746450,128.57,130.895,128.57,GOOGL
2023-09-26,128.565,25718700,129.77,130.3645,127.22,GOOGL
2023-09-25,131.11,20094640,129.83,131.17,128.96,GOOGL
2023-09-22,130.25,26397340,130.76,132.025,129.6,GOOGL
2023-09-21,130.44,31503910,131.44,132.23,130.07,GOOGL
2023-09-20,133.74,29927480,138.08,138.08,133.62,GOOGL
2023-09-19,138.04,20353650,137.42,138.41,136.62,GOOGL
2023-09-18,138.21,21861350,136.61,139.16,136.61,GOOGL
2023-09-15,137.4,38919610,137.98,138.52,136.48,GOOGL
2023-09-14,138.1,24750970,137.6,138.695,136.24,GOOGL
2023-09-13,136.71,20749500,135.09,136.9,134.15,GOOGL
2023-09-12,135.34,18405510,136.26,136.8701,135.19,GOOGL
2023-09-11,136.92,20763350,136.54,137.48,135.785,GOOGL
2023-09-08,136.38,23584190,134.91,136.66,134.85,GOOGL
2023-09-07,135.26,18844340,133.59,135.58,132.95,GOOGL
2023-09-06,134.46,18684530,136.02,136.5299,133.665,GOOGL
2023-09-05,135.77,19403110,135.44,136.42,134.5801,GOOGL
2023-09-01,135.66,21543690,137.455,137.455,134.85,GOOGL
2023-08-31,136.17,30053800,136.01,138.0,135.79,GOOGL
2023-08-30,135.88,28315770,134.78,136.275,134.07,GOOGL
2023-08-29,134.57,43075560,132.24,136.57,132.24,GOOGL
2023-08-28,131.01,20543270,131.31,132.54,130.14,GOOGL
2023-08-25,129.88,26762890,129.54,130.76,127.25,GOOGL
2023-08-24,129.78,28500690,133.95,134.25,129.57,GOOGL
2023-08-23,132.37,27819710,130.18,133.41,129.87,GOOGL
2023-08-22,129.08,22067520,128.51,130.278,128.32,GOOGL
2023-08-21,128.37,25248730,127.175,128.725,126.56,GOOGL
2023-08-18,127.46,30504770,128.51,129.25,126.3824,GOOGL
2023-08-17,129.92,33446280,129.8,131.99,129.29,GOOGL
2023-08-16,128.7,25216070,128.7,130.2809,127.865,GOOGL
2023-08-15,129.78,19770730,131.1,131.42,129.28,GOOGL
2023-08-14,131.33,24695610,129.39,131.37,128.96,GOOGL
2023-08-11,129.56,19591080,128.66,129.93,128.17,GOOGL
2023-08-10,129.69,20857750,131.32,132.05,129.45,GOOGL
2023-08-09,129.66,24912920,131.66,132.04,129.0,GOOGL
2023-08-08,131.4,23535180,130.62,131.51,129.545,GOOGL
2023-08-07,131.53,22746290,129.16,131.61,129.02,GOOGL
2023-08-04,128.11,26147160,129.28,131.51,127.91,GOOGL
2023-08-03,128.45,20159530,127.97,129.385,127.42,GOOGL
2023-08-02,128.38,26273260,129.45,130.09,127.56,GOOGL
